,0
-0.0003564427018356799,2021-01-01 04:55:00
-0.0003245259602936619,2021-01-01 06:55:00
-0.00016924302050690956,2021-01-01 07:10:00
-0.00015311972538165663,2021-01-01 08:50:00
0.001100063013318161,2021-01-01 08:50:00
-0.0006263585148383607,2021-01-01 09:30:00
0.0020269084060838397,2021-01-01 09:30:00
-0.0010983514048038558,2021-01-04 04:20:00
-0.000499734127217118,2021-01-04 04:20:00
-0.000390625,2021-01-04 04:20:00
-0.0005889615826745435,2021-01-04 04:20:00
-0.0009431018833673184,2021-01-04 04:20:00
-0.00038439259769691025,2021-01-04 04:20:00
-0.0003786136371678542,2021-01-04 05:15:00
-0.004039834148574426,2021-01-04 06:40:00
0.0004604997484962912,2021-01-04 06:40:00
-0.0002814891662077422,2021-01-04 06:40:00
-0.0009488405027438228,2021-01-04 07:00:00
-0.0002952715879777497,2021-01-04 07:55:00
0.0006942763714611332,2021-01-04 07:55:00
-0.0007715736040608623,2021-01-04 07:55:00
-0.000661502828586095,2021-01-04 08:10:00
-6.861836051372594e-05,2021-01-04 09:30:00
0.005054395424663953,2021-01-04 09:30:00
0.0029505791193301205,2021-01-04 09:30:00
0.0010818265453848223,2021-01-04 09:30:00
0.0014563516631957356,2021-01-04 09:50:00
0.0008177851564080061,2021-01-05 07:00:00
0.00041171668261937553,2021-01-05 05:35:00
-0.00047020392001594134,2021-01-05 05:35:00
-0.0013040804642384315,2021-01-05 05:35:00
-0.00047489059927675924,2021-01-05 05:50:00
0.002986156053912526,2021-01-05 06:30:00
-0.0002642287163768958,2021-01-05 07:00:00
0.0014094048299826906,2021-01-05 07:00:00
-0.0005177464165805218,2021-01-05 07:30:00
-0.0002141402794354611,2021-01-05 09:00:00
-1.4024753690314337e-05,2021-01-05 09:00:00
-0.0006180091003152307,2021-01-05 09:00:00
-0.000425410486105807,2021-01-05 09:00:00
-0.0006301616364597519,2021-01-05 09:00:00
-0.00022739676187011096,2021-01-05 09:00:00
0.0009076203383903944,2021-01-05 09:00:00
0.0007712581301273585,2021-01-05 09:30:00
-0.0008208517297265816,2021-01-05 09:50:00
-0.0014289348858770225,2021-01-05 09:50:00
0.005791914013543466,2021-01-05 09:50:00
-0.0005930461886438802,2021-01-06 08:15:00
-0.0010625269512720748,2021-01-06 08:05:00
4.818099535045883e-05,2021-01-06 06:20:00
0.002162681105186521,2021-01-06 06:30:00
0.003001028033824887,2021-01-06 06:15:00
0.0015261469461488905,2021-01-06 07:10:00
0.0022967338247677983,2021-01-06 09:30:00
-0.0006951697926019072,2021-01-06 09:30:00
-0.00014450187765396695,2021-01-07 03:45:00
0.000887971376390236,2021-01-07 03:45:00
-0.0015952403733244685,2021-01-07 04:15:00
-0.0005411705936224622,2021-01-07 04:15:00
-0.00023377878293046514,2021-01-07 04:15:00
-0.000560664214049037,2021-01-07 04:15:00
-0.0010214221658996084,2021-01-07 04:15:00
-0.0006032270052112842,2021-01-07 05:30:00
-0.0008088153965269833,2021-01-07 05:30:00
-0.00068343262665937,2021-01-07 07:00:00
-0.0010812861614340767,2021-01-07 08:05:00
0.001139956774489277,2021-01-07 08:05:00
-0.00155349605274677,2021-01-07 08:05:00
8.236836505664387e-05,2021-01-07 08:05:00
-0.00043035088170491895,2021-01-08 04:40:00
0.0022071580359373237,2021-01-08 04:40:00
-0.0005478307613820401,2021-01-08 04:40:00
0.00010088281008202593,2021-01-08 04:40:00
-0.0004291075076717677,2021-01-08 04:40:00
-0.00020812080559805884,2021-01-08 04:40:00
-0.00029161529291998694,2021-01-08 04:50:00
-0.0008137751489789317,2021-01-08 06:20:00
-0.0005297239662741914,2021-01-08 06:20:00
-0.00037827449157695737,2021-01-08 06:20:00
-0.00023738147881878976,2021-01-08 06:20:00
0.001807798183984402,2021-01-08 06:20:00
0.007132364410513134,2021-01-08 06:45:00
-0.002191122052264297,2021-01-08 07:05:00
0.010046405319296377,2021-01-08 07:05:00
0.004781923188087173,2021-01-08 08:00:00
-0.0007963952271808729,2021-01-08 08:00:00
0.007288444940721386,2021-01-08 09:30:00
0.006062754461050614,2021-01-08 09:30:00
-0.0015375945342341153,2021-01-08 09:30:00
-0.0003753753753754766,2021-01-15 03:45:00
0.0035217871506865684,2021-01-15 03:45:00
0.004856805536900013,2021-01-15 03:45:00
0.007330633389622226,2021-01-15 03:45:00
0.0017416325912466394,2021-01-15 05:55:00
0.00048157173427389155,2021-01-15 05:55:00
-0.0023637410092775665,2021-01-15 05:55:00
-0.001934200979584937,2021-01-15 05:55:00
-0.0003851892038519447,2021-01-15 06:55:00
0.007584522894822552,2021-01-15 06:55:00
0.0011699538518202103,2021-01-15 06:55:00
-0.003025889378436389,2021-01-15 07:10:00
-0.0024621018690088856,2021-01-15 07:10:00
-0.0006055657493466188,2021-01-15 08:20:00
