,0
-0.0004523362242848829,2019-01-01 05:30:00
0.0011556373651471095,2019-01-01 07:00:00
0.0005674976123579087,2019-01-01 06:55:00
0.0006090696000439938,2019-01-01 07:00:00
0.001253946004115059,2019-01-01 08:10:00
-0.0006375282383433002,2019-01-01 08:45:00
0.0009568186586553523,2019-01-01 08:55:00
-0.0002979806083388727,2019-01-01 09:45:00
0.001284555340064001,2019-01-01 09:45:00
0.0018884049181227722,2019-01-01 09:45:00
0.0015236160487556133,2019-01-01 09:45:00
-0.0010334121136289574,2019-01-01 09:45:00
0.002117717309040917,2019-01-01 09:45:00
-0.0002708765983456702,2019-01-01 09:45:00
-0.0011139132629782768,2019-01-01 09:45:00
0.0017695978886064646,2019-01-01 09:45:00
0.0031127225246861045,2019-01-02 03:45:00
0.005230762767052803,2019-01-02 06:50:00
-0.001978436215918802,2019-01-02 06:50:00
-0.0003928335928841681,2019-01-02 06:50:00
0.004013443403921673,2019-01-02 09:25:00
-0.0012265017651367064,2019-01-02 09:25:00
-0.0006531648168105963,2019-01-03 03:45:00
-0.0014037345869010662,2019-01-03 03:45:00
0.0015989294325299225,2019-01-03 04:10:00
-0.0005620822126529902,2019-01-03 04:45:00
-0.0006281654555358192,2019-01-03 08:05:00
0.0028266178972831428,2019-01-03 08:15:00
0.0013629024930631758,2019-01-04 04:35:00
-0.0006024884172768372,2019-01-04 04:35:00
-0.00038042958201748184,2019-01-04 06:55:00
-0.0008769352047501729,2019-01-04 06:55:00
-0.0003005724857344909,2019-01-04 06:55:00
-0.0006851038841196056,2019-01-04 06:55:00
-0.00045399410040486963,2019-01-04 08:40:00
-0.0006584373548838724,2019-01-04 08:40:00
-0.0005614771238508299,2019-01-04 08:40:00
-0.00015239537826393544,2019-01-04 08:40:00
-0.0005170630816958325,2019-01-04 08:40:00
-0.000484214603912454,2019-01-04 08:00:00
-7.835834654690281e-05,2019-01-04 09:25:00
-0.0005851132447526108,2019-01-04 09:25:00
-0.00025362335548310635,2019-01-11 03:45:00
0.00011747497898115896,2019-01-11 03:45:00
-0.0006428497367542184,2019-01-11 04:50:00
-0.0006031974067117077,2019-01-11 04:50:00
-0.0005280170434718728,2019-01-11 04:50:00
-0.0007059136310089274,2019-01-11 04:50:00
0.002376906906769776,2019-01-11 04:50:00
0.001277466678266525,2019-01-11 04:50:00
-0.0003872425352702044,2019-01-11 04:50:00
-0.00012134449702695987,2019-01-11 04:50:00
0.0007419552811646119,2019-01-11 04:50:00
-0.00043992502944283237,2019-01-11 09:05:00
-0.0008412086816404342,2019-01-11 09:05:00
-0.00046506406658424496,2019-01-11 09:30:00
0.0017722945031394969,2019-01-11 09:30:00
0.001009798017498886,2019-01-11 09:30:00
-0.0003781238183630676,2019-01-14 03:45:00
0.0028915166153457715,2019-01-14 03:45:00
-0.0018152064797370034,2019-01-14 06:05:00
0.0019631839859293666,2019-01-14 06:05:00
0.0010472598995919613,2019-01-14 08:05:00
-0.0003997261646043441,2019-01-14 08:05:00
-4.593308468206781e-05,2019-01-14 08:05:00
-0.0006244318129644066,2019-01-14 08:05:00
-0.0009332015692460118,2019-01-14 08:45:00
-0.000412811844947871,2019-01-14 09:30:00
-0.0007198400762937447,2019-01-14 09:30:00
-0.0002610404063071359,2019-01-14 09:30:00
-0.0002734581517875048,2019-01-15 03:45:00
-0.0001366313095200142,2019-01-15 05:10:00
0.0018100145028835009,2019-01-15 05:10:00
-0.00033281207971073946,2019-01-15 05:10:00
0.0018320944668014623,2019-01-15 05:10:00
-0.0004064209924478504,2019-01-15 05:10:00
1.3757302834888172e-05,2019-01-15 05:10:00
-0.00042407362835104125,2019-01-15 05:10:00
-0.0007032783768244431,2019-01-15 05:10:00
-0.0008125670940082906,2019-01-15 05:10:00
0.0017625395199768904,2019-01-15 05:10:00
-0.0001945093444577423,2019-01-15 05:05:00
-0.0004004530840608231,2019-01-15 05:15:00
-0.0003543221588506246,2019-01-15 05:35:00
0.0013574536546127997,2019-01-15 05:35:00
0.0009473857644993211,2019-01-15 05:55:00
-0.0006739757645700424,2019-01-15 05:55:00
0.0007392617055530553,2019-01-15 08:55:00
0.002620220172238169,2019-01-15 08:55:00
-0.0003069388960814665,2019-01-15 08:55:00
0.0027617617132619063,2019-01-15 07:45:00
-0.000620640805863883,2019-01-15 08:10:00
0.0018280192171668123,2019-01-15 08:55:00
-0.00021068348470493702,2019-01-15 09:30:00
-8.010784805143382e-05,2019-01-15 09:30:00
0.0011944642759071184,2019-01-16 03:50:00
0.0016011434775733834,2019-01-16 03:50:00
0.0019886187700841177,2019-01-16 03:50:00
-7.337160885605329e-05,2019-01-16 03:50:00
0.001830675385949246,2019-01-16 03:50:00
0.0030462410975827625,2019-01-16 05:35:00
0.003602131787935521,2019-01-16 05:35:00
0.002909373711630101,2019-01-16 05:35:00
-0.0028385945552516687,2019-01-16 04:45:00
0.003904262328910066,2019-01-16 07:05:00
-2.818039208312017e-05,2019-01-16 07:05:00
-0.0003450566526688927,2019-01-16 07:05:00
0.0030203397706227374,2019-01-16 07:05:00
-0.0006221045041309024,2019-01-16 07:05:00
0.0007209229692634225,2019-01-16 07:05:00
0.002678308505616341,2019-01-16 07:05:00
-0.0010621909270606131,2019-01-16 07:15:00
0.0001944381323632411,2019-01-16 07:15:00
-0.00029253246525299376,2019-01-16 07:35:00
0.0034696209169914117,2019-01-16 07:35:00
-0.0012627329484110902,2019-01-17 04:45:00
-0.0007129316450486949,2019-01-17 04:45:00
-2.337775886912915e-06,2019-01-17 04:45:00
-0.0006617762260983711,2019-01-17 04:45:00
-0.000137535870054279,2019-01-17 04:45:00
-0.0005519933481307243,2019-01-17 04:45:00
-0.0007602936081861619,2019-01-17 06:30:00
-0.0002116234776481084,2019-01-17 06:25:00
4.868470164388636e-05,2019-01-17 06:25:00
-0.0008866048589650777,2019-01-17 09:15:00
0.0012770623863484893,2019-01-17 09:15:00
0.0007616708750905926,2019-01-17 09:15:00
-0.0006399425432882668,2019-01-17 09:15:00
-0.0005824514067466666,2019-01-17 09:15:00
0.00017700701821326563,2019-01-17 09:15:00
-0.0012115081782548556,2019-01-18 03:55:00
-0.0019108920848839711,2019-01-18 03:55:00
0.0035413799075688164,2019-01-21 04:05:00
0.0023543449826749414,2019-01-18 07:30:00
0.001625023526117333,2019-01-18 07:30:00
-8.068327205246718e-05,2019-01-18 06:50:00
8.746449631948559e-05,2019-01-18 08:05:00
0.0021279633732361834,2019-01-18 08:05:00
-0.0005975363118220261,2019-01-18 08:25:00
0.00046808315359555446,2019-01-18 09:50:00
-0.0014710869545293064,2019-01-18 09:35:00
-0.0003915364025818173,2019-01-18 09:50:00
-0.0008126191746078254,2019-01-18 09:50:00
0.0005835413868147108,2019-01-21 04:05:00
-0.00043176610613225423,2019-01-21 04:45:00
0.0008221693394777893,2019-01-21 04:45:00
0.0013354121629796357,2019-01-21 04:45:00
-0.0007402364187177958,2019-01-21 04:45:00
-0.0005838984879982072,2019-01-21 04:45:00
0.0014987873447841783,2019-01-21 04:45:00
-0.00014320492624952916,2019-01-21 05:00:00
0.0003270824247707448,2019-01-21 05:50:00
-8.401281536020131e-05,2019-01-21 07:50:00
5.9006422622121615e-05,2019-01-21 09:55:00
0.0003262894096429563,2019-01-21 09:55:00
-0.0007590640174199527,2019-01-22 07:30:00
-0.0004915919650765159,2019-01-22 08:20:00
-0.0003279481977550249,2019-01-22 08:20:00
-0.00042514122377360124,2019-01-22 08:30:00
0.00013785591119364112,2019-01-22 09:40:00
0.0008189601687554944,2019-01-23 03:50:00
2.2531809281425634e-06,2019-01-23 03:50:00
-0.0006331894949130445,2019-01-23 03:50:00
-0.00013293527854450415,2019-01-23 03:50:00
-0.0003786052004129256,2019-01-23 04:35:00
-0.0008865828210479479,2019-01-23 06:00:00
-4.509379509313889e-06,2019-01-23 06:35:00
0.0008914020223123577,2019-01-23 06:55:00
0.0006954431593377026,2019-01-23 06:55:00
0.001990501942784232,2019-01-23 07:55:00
-0.00047141129610788184,2019-01-23 08:45:00
0.0018251240584944747,2019-01-23 08:45:00
0.0017091844262201066,2019-01-23 08:45:00
-0.0012109068934378286,2019-01-24 05:00:00
-0.0005164684575497359,2019-01-24 05:30:00
-0.001186800573888025,2019-01-24 05:30:00
0.002106915640750127,2019-01-24 07:10:00
4.589050525379505e-06,2019-01-24 06:45:00
0.0029715637854418886,2019-01-24 08:10:00
0.0037958319198288953,2019-01-24 09:40:00
-0.000993841852906715,2019-01-24 09:40:00
-0.0005033175290095717,2019-01-24 09:40:00
0.002321368298512608,2019-01-24 09:40:00
0.0012741485588346707,2019-01-24 09:40:00
0.0007368790760779002,2019-01-25 03:45:00
-0.0003377827206903885,2019-01-25 03:45:00
-9.183706268372123e-06,2019-01-25 03:45:00
0.0035615518058544154,2019-01-25 04:15:00
-0.0002693227568521254,2019-01-25 04:15:00
-4.832730009195583e-05,2019-01-25 04:15:00
0.002602434921869226,2019-01-25 04:15:00
0.002542138712351679,2019-01-25 04:15:00
0.0010777102801590192,2019-01-25 04:25:00
-0.0005209932363912422,2019-01-25 05:00:00
0.0015623982813614845,2019-01-25 06:00:00
-0.0007519234574512102,2019-01-25 08:05:00
0.005471082252087956,2019-01-25 07:25:00
