date,close,high,low,open,Check
2015-01-09 11:45:00+05:30,8254.8,8260.7,8253.3,8255.95,bull
2015-01-09 11:50:00+05:30,8257.65,8257.65,8254.15,8254.7,bull
2015-01-09 11:55:00+05:30,8259.1,8260.25,8257.15,8257.3,bull
2015-01-09 12:00:00+05:30,8211.5,8260.3,8211.2,8259.2,bull
2015-01-09 12:05:00+05:30,8211.85,8226,8191.1,8211.15,bull
2015-01-09 13:00:00+05:30,8259.35,8271.65,8256.45,8265.8,bull
2015-01-09 13:05:00+05:30,8269.85,8270.6,8256.75,8258.7,bull
2015-01-09 13:10:00+05:30,8245.85,8272.6,8245.85,8269.85,bull
2015-01-09 13:15:00+05:30,8244.35,8249.45,8229.7,8246.7,bull
2015-01-09 13:20:00+05:30,8236.75,8246.95,8228.55,8245.6,bull
2015-01-09 14:10:00+05:30,8225.2,8240.5,8224.95,8229.95,bull
2015-01-09 14:15:00+05:30,8242.1,8243.55,8224.75,8224.75,bull
2015-01-09 14:20:00+05:30,8236.75,8250,8236.3,8242.1,bull
2015-01-09 14:25:00+05:30,8240.1,8241.3,8236.25,8236.9,bull
2015-01-09 14:30:00+05:30,8237.3,8246.75,8230.65,8240,bull
2015-01-09 15:15:00+05:30,8281.05,8287.55,8279.4,8286.3,bull
2015-01-09 15:20:00+05:30,8286.35,8288.05,8280.8,8280.8,bull
2015-01-09 15:25:00+05:30,8280.25,8286.65,8278.05,8286.65,bull
2015-01-12 09:15:00+05:30,8267.6,8291.35,8245.6,8291.35,bull
2015-01-12 09:20:00+05:30,8257.95,8274.45,8257.95,8267.45,bull
2015-01-12 09:45:00+05:30,8270.5,8274,8265.1,8271.05,bull
2015-01-12 09:50:00+05:30,8274.6,8283.7,8269.9,8270.3,bull
2015-01-12 09:55:00+05:30,8285.9,8287.6,8272.9,8274.5,bull
2015-01-12 10:00:00+05:30,8281.5,8292.7,8281.15,8285.8,bull
2015-01-12 10:05:00+05:30,8274.05,8288.05,8273.45,8281.1,bull
2015-01-12 13:25:00+05:30,8267.85,8274.45,8266.8,8273.2,bull
2015-01-12 13:30:00+05:30,8275.1,8275.1,8267.15,8267.75,bull
2015-01-12 13:35:00+05:30,8277.45,8281.65,8275.05,8275.05,bull
2015-01-12 13:40:00+05:30,8277.55,8279.5,8272.8,8277.5,bull
2015-01-12 13:45:00+05:30,8281.5,8290.6,8277.5,8277.85,bull
2015-01-12 13:55:00+05:30,8282,8284.25,8279.45,8282.3,bull
2015-01-12 14:00:00+05:30,8290.55,8291.4,8281.4,8281.4,bull
2015-01-12 14:05:00+05:30,8289.75,8293.35,8288.4,8291.4,bull
2015-01-12 14:10:00+05:30,8283.3,8290.7,8283.15,8289.75,bull
2015-01-12 14:15:00+05:30,8287.25,8289.05,8282.15,8283.3,bull
2015-01-12 14:50:00+05:30,8303.8,8306.65,8301.25,8304.9,bull
2015-01-12 14:55:00+05:30,8305.85,8309.85,8303.15,8303.5,bull
2015-01-12 15:00:00+05:30,8320.05,8320.8,8305.8,8305.8,bull
2015-01-12 15:05:00+05:30,8321,8323.6,8317.65,8320.15,bull
2015-01-12 15:10:00+05:30,8319.95,8323,8316.4,8320.45,bull
2015-01-13 10:30:00+05:30,8337.65,8341.4,8336.1,8337.85,bull
2015-01-13 10:35:00+05:30,8340.75,8344.35,8337.25,8337.45,bull
2015-01-13 10:40:00+05:30,8343.65,8344.75,8340.75,8341.1,bull
2015-01-13 10:45:00+05:30,8341.85,8344.7,8341.15,8343.5,bull
2015-01-13 10:50:00+05:30,8342.6,8343.5,8340.95,8341.7,bull
2015-01-13 12:45:00+05:30,8327.2,8330.4,8325.9,8328.6,bull
2015-01-13 12:50:00+05:30,8330.65,8331.4,8326.8,8327.15,bull
2015-01-13 12:55:00+05:30,8332.6,8333.45,8328.3,8330.9,bull
2015-01-13 13:00:00+05:30,8334.25,8334.8,8332.3,8332.65,bull
2015-01-13 13:05:00+05:30,8336.95,8339.4,8333.65,8334.25,bull
2015-01-14 09:25:00+05:30,8300.7,8307.55,8297,8305.2,bull
2015-01-14 09:30:00+05:30,8309.9,8310.95,8300.4,8300.45,bull
2015-01-14 09:35:00+05:30,8313.7,8315.3,8305.6,8309.75,bull
2015-01-14 09:40:00+05:30,8318.5,8323.3,8313.7,8313.8,bull
2015-01-14 09:45:00+05:30,8321.3,8326.3,8317.25,8318.45,bull
2015-01-15 09:25:00+05:30,8416.9,8427.55,8407.2,8426.5,bull
2015-01-15 09:30:00+05:30,8430.1,8438.05,8415.8,8416.55,bull
2015-01-15 09:35:00+05:30,8416.55,8428.55,8414.85,8428.5,bull
2015-01-15 09:40:00+05:30,8412.85,8417.95,8406.35,8416,bull
2015-01-15 09:45:00+05:30,8408.85,8421.95,8405.65,8414.9,bull
2015-01-15 10:15:00+05:30,8403.55,8408.15,8401.95,8407.4,bull
2015-01-15 10:20:00+05:30,8407.5,8409.15,8402.55,8403.3,bull
2015-01-15 10:25:00+05:30,8408.45,8412.85,8406.6,8408,bull
2015-01-15 10:30:00+05:30,8406.55,8409.15,8404.05,8408.1,bull
2015-01-15 10:35:00+05:30,8407.75,8411.3,8405.35,8406.15,bull
2015-01-15 10:40:00+05:30,8404.35,8409.05,8399.1,8407.4,bull
2015-01-15 10:45:00+05:30,8414.25,8415.95,8403.75,8404.15,bull
2015-01-15 10:50:00+05:30,8417.6,8420.1,8413.6,8414.2,bull
2015-01-15 10:55:00+05:30,8418.85,8419.7,8415.45,8417.3,bull
2015-01-15 11:00:00+05:30,8419.9,8420.25,8417.1,8419.25,bull
2015-01-15 11:25:00+05:30,8431.95,8436.75,8430.45,8432.75,bull
2015-01-15 11:30:00+05:30,8442,8444.9,8430.8,8431.8,bull
2015-01-15 11:35:00+05:30,8455.4,8457.15,8440.25,8443.25,bull
2015-01-15 11:40:00+05:30,8463.4,8463.4,8451.5,8455,bull
2015-01-15 11:45:00+05:30,8457.7,8468.55,8456.8,8462.55,bull
