date,close,high,low,open,volume
2015-01-09 09:15:00+05:30,8285.55,8303.0,8277.4,8285.45,0
2015-01-09 09:45:00+05:30,8281.55,8287.65,8273.95,8285.4,0
2015-01-09 10:15:00+05:30,8281.35,8291.45,8277.95,8281.5,0
2015-01-09 10:45:00+05:30,8282.35,8288.85,8279.1,8281.3,0
2015-01-09 11:15:00+05:30,8255.65,8283.2,8250.2,8282.55,0
2015-01-09 11:45:00+05:30,8221.85,8260.7,8191.1,8255.95,0
2015-01-09 12:15:00+05:30,8213.5,8226.9,8198.4,8222.85,0
2015-01-09 12:45:00+05:30,8245.85,8272.6,8205.7,8214.5,0
2015-01-09 13:15:00+05:30,8244.1,8251.65,8228.55,8246.7,0
2015-01-09 13:45:00+05:30,8225.2,8245.35,8204.75,8244.45,0
2015-01-09 14:15:00+05:30,8252.55,8257.3,8224.75,8224.75,0
2015-01-09 14:45:00+05:30,8285.7,8296.35,8249.3,8252.4,0
2015-01-09 15:15:00+05:30,8280.25,8288.05,8278.05,8286.3,0
2015-01-12 09:15:00+05:30,8271.1,8291.35,8245.6,8291.35,0
2015-01-12 09:45:00+05:30,8284.1,8292.7,8265.1,8271.05,0
2015-01-12 10:15:00+05:30,8285.7,8297.3,8280.8,8283.5,0
2015-01-12 10:45:00+05:30,8281.35,8290.65,8277.05,8285.8,0
2015-01-12 11:15:00+05:30,8280.95,8289.55,8276.1,8280.9,0
2015-01-12 11:45:00+05:30,8268.6,8293.9,8263.4,8281.05,0
2015-01-12 12:15:00+05:30,8268.1,8270.25,8252.5,8268.95,0
2015-01-12 12:45:00+05:30,8272.8,8275.4,8262.75,8267.8,0
2015-01-12 13:15:00+05:30,8277.55,8281.65,8265.65,8272.85,0
2015-01-12 13:45:00+05:30,8283.3,8293.35,8277.5,8277.85,0
2015-01-12 14:15:00+05:30,8310.3,8322.25,8282.15,8283.3,0
2015-01-12 14:45:00+05:30,8319.95,8323.6,8301.25,8310.35,0
2015-01-12 15:15:00+05:30,8326.55,8332.25,8318.6,8319.55,0
2015-01-13 09:15:00+05:30,8340.45,8355.9,8322.0,8346.15,0
2015-01-13 09:45:00+05:30,8336.7,8349.95,8333.1,8340.4,0
2015-01-13 10:15:00+05:30,8343.65,8344.75,8332.15,8337.1,0
2015-01-13 10:45:00+05:30,8336.4,8344.7,8335.2,8343.5,0
2015-01-13 11:15:00+05:30,8333.25,8338.75,8323.3,8336.6,0
2015-01-13 11:45:00+05:30,8340.0,8343.4,8331.1,8333.05,0
2015-01-13 12:15:00+05:30,8328.65,8342.95,8321.3,8340.05,0
2015-01-13 12:45:00+05:30,8340.65,8340.8,8325.9,8328.6,0
2015-01-13 13:15:00+05:30,8351.0,8356.25,8340.65,8341.3,0
